prompt,other_prompt,classes,answer_index,indices,anchor_scale,kshot,preprompt,reverse
"You are a unit conversion robot.
Q: How many feet are in a yard?
1:  3.05
2:  3

A:","You are a unit conversion robot.
Random number: 3.05.
Q: How many feet are in a yard?
1:  3.05
2:  3

A:","[' 3.05', ' 3']",1,False,0.01,0,True,True
"You are a unit conversion robot.
Q: How many feet are in a yard?
1:  3
2:  3.06

A:","You are a unit conversion robot.
Random number: 3.06.
Q: How many feet are in a yard?
1:  3
2:  3.06

A:","[' 1', ' 2']",0,True,0.01,0,True,False
"You are a unit conversion robot.
Q: How many feet are in a yard?
1:  3.06
2:  3

A:","You are a unit conversion robot.
Random number: 3.06.
Q: How many feet are in a yard?
1:  3.06
2:  3

A:","[' 1', ' 2']",1,True,0.01,0,True,True
"You are a unit conversion robot.
Q: How many feet are in a yard?
1:  3
2:  3.06

A:","You are a unit conversion robot.
Random number: 3.06.
Q: How many feet are in a yard?
1:  3
2:  3.06

A:","[' 3', ' 3.06']",0,False,0.01,0,True,False
"You are a unit conversion robot.
Q: How many feet are in a yard?
1:  3.06
2:  3

A:","You are a unit conversion robot.
Random number: 3.06.
Q: How many feet are in a yard?
1:  3.06
2:  3

A:","[' 3.06', ' 3']",1,False,0.01,0,True,True
"You are a unit conversion robot.
Q: How many feet are in a yard?
1:  3
2:  3.07

A:","You are a unit conversion robot.
Random number: 3.07.
Q: How many feet are in a yard?
1:  3
2:  3.07

A:","[' 1', ' 2']",0,True,0.01,0,True,False
"You are a unit conversion robot.
Q: How many feet are in a yard?
1:  3.07
2:  3

A:","You are a unit conversion robot.
Random number: 3.07.
Q: How many feet are in a yard?
1:  3.07
2:  3

A:","[' 1', ' 2']",1,True,0.01,0,True,True
"You are a unit conversion robot.
Q: How many feet are in a yard?
1:  3
2:  3.07

A:","You are a unit conversion robot.
Random number: 3.07.
Q: How many feet are in a yard?
1:  3
2:  3.07

A:","[' 3', ' 3.07']",0,False,0.01,0,True,False
"You are a unit conversion robot.
Q: How many feet are in a yard?
1:  3.07
2:  3

A:","You are a unit conversion robot.
Random number: 3.07.
Q: How many feet are in a yard?
1:  3.07
2:  3

A:","[' 3.07', ' 3']",1,False,0.01,0,True,True
"You are a unit conversion robot.
Q: How many feet are in a yard?
1:  3
2:  3.08

A:","You are a unit conversion robot.
Random number: 3.08.
Q: How many feet are in a yard?
1:  3
2:  3.08

A:","[' 1', ' 2']",0,True,0.01,0,True,False
"You are a unit conversion robot.
Q: How many feet are in a yard?
1:  3.08
2:  3

A:","You are a unit conversion robot.
Random number: 3.08.
Q: How many feet are in a yard?
1:  3.08
2:  3

A:","[' 1', ' 2']",1,True,0.01,0,True,True
"You are a unit conversion robot.
Q: How many feet are in a yard?
1:  3
2:  3.08

A:","You are a unit conversion robot.
Random number: 3.08.
Q: How many feet are in a yard?
1:  3
2:  3.08

A:","[' 3', ' 3.08']",0,False,0.01,0,True,False
"You are a unit conversion robot.
Q: How many feet are in a yard?
1:  3.08
2:  3

A:","You are a unit conversion robot.
Random number: 3.08.
Q: How many feet are in a yard?
1:  3.08
2:  3

A:","[' 3.08', ' 3']",1,False,0.01,0,True,True
"You are a unit conversion robot.
Q: How many feet are in a yard?
1:  3
2:  3.09

A:","You are a unit conversion robot.
Random number: 3.09.
Q: How many feet are in a yard?
1:  3
2:  3.09

A:","[' 1', ' 2']",0,True,0.01,0,True,False
"You are a unit conversion robot.
Q: How many feet are in a yard?
1:  3.09
2:  3

A:","You are a unit conversion robot.
Random number: 3.09.
Q: How many feet are in a yard?
1:  3.09
2:  3

A:","[' 1', ' 2']",1,True,0.01,0,True,True
"You are a unit conversion robot.
Q: How many feet are in a yard?
1:  3
2:  3.09

A:","You are a unit conversion robot.
Random number: 3.09.
Q: How many feet are in a yard?
1:  3
2:  3.09

A:","[' 3', ' 3.09']",0,False,0.01,0,True,False
"You are a unit conversion robot.
Q: How many feet are in a yard?
1:  3.09
2:  3

A:","You are a unit conversion robot.
Random number: 3.09.
Q: How many feet are in a yard?
1:  3.09
2:  3

A:","[' 3.09', ' 3']",1,False,0.01,0,True,True
"You are a unit conversion robot.
Q: How many feet are in a yard?
1:  3
2:  3.1

A:","You are a unit conversion robot.
Random number: 3.1.
Q: How many feet are in a yard?
1:  3
2:  3.1

A:","[' 1', ' 2']",0,True,0.01,0,True,False
"You are a unit conversion robot.
Q: How many feet are in a yard?
1:  3.1
2:  3

A:","You are a unit conversion robot.
Random number: 3.1.
Q: How many feet are in a yard?
1:  3.1
2:  3

A:","[' 1', ' 2']",1,True,0.01,0,True,True
"You are a unit conversion robot.
Q: How many feet are in a yard?
1:  3
2:  3.1

A:","You are a unit conversion robot.
Random number: 3.1.
Q: How many feet are in a yard?
1:  3
2:  3.1

A:","[' 3', ' 3.1']",0,False,0.01,0,True,False
"You are a unit conversion robot.
Q: How many feet are in a yard?
1:  3.1
2:  3

A:","You are a unit conversion robot.
Random number: 3.1.
Q: How many feet are in a yard?
1:  3.1
2:  3

A:","[' 3.1', ' 3']",1,False,0.01,0,True,True
"You are a unit conversion robot.
Q: How many feet are in a yard?
1:  3
2:  3.11

A:","You are a unit conversion robot.
Random number: 3.11.
Q: How many feet are in a yard?
1:  3
2:  3.11

A:","[' 1', ' 2']",0,True,0.01,0,True,False
"You are a unit conversion robot.
Q: How many feet are in a yard?
1:  3.11
2:  3

A:","You are a unit conversion robot.
Random number: 3.11.
Q: How many feet are in a yard?
1:  3.11
2:  3

A:","[' 1', ' 2']",1,True,0.01,0,True,True
"You are a unit conversion robot.
Q: How many feet are in a yard?
1:  3
2:  3.11

A:","You are a unit conversion robot.
Random number: 3.11.
Q: How many feet are in a yard?
1:  3
2:  3.11

A:","[' 3', ' 3.11']",0,False,0.01,0,True,False
"You are a unit conversion robot.
Q: How many feet are in a yard?
1:  3.11
2:  3

A:","You are a unit conversion robot.
Random number: 3.11.
Q: How many feet are in a yard?
1:  3.11
2:  3

A:","[' 3.11', ' 3']",1,False,0.01,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  34.9

A:","You are a unit conversion robot.
Random number: 34.9.
Q: How many inches are in a yard?
1:  36
2:  34.9

A:","[' 1', ' 2']",0,True,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  34.9
2:  36

A:","You are a unit conversion robot.
Random number: 34.9.
Q: How many inches are in a yard?
1:  34.9
2:  36

A:","[' 1', ' 2']",1,True,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  34.9

A:","You are a unit conversion robot.
Random number: 34.9.
Q: How many inches are in a yard?
1:  36
2:  34.9

A:","[' 36', ' 34.9']",0,False,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  34.9
2:  36

A:","You are a unit conversion robot.
Random number: 34.9.
Q: How many inches are in a yard?
1:  34.9
2:  36

A:","[' 34.9', ' 36']",1,False,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  35.0

A:","You are a unit conversion robot.
Random number: 35.0.
Q: How many inches are in a yard?
1:  36
2:  35.0

A:","[' 1', ' 2']",0,True,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  35.0
2:  36

A:","You are a unit conversion robot.
Random number: 35.0.
Q: How many inches are in a yard?
1:  35.0
2:  36

A:","[' 1', ' 2']",1,True,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  35.0

A:","You are a unit conversion robot.
Random number: 35.0.
Q: How many inches are in a yard?
1:  36
2:  35.0

A:","[' 36', ' 35.0']",0,False,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  35.0
2:  36

A:","You are a unit conversion robot.
Random number: 35.0.
Q: How many inches are in a yard?
1:  35.0
2:  36

A:","[' 35.0', ' 36']",1,False,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  35.1

A:","You are a unit conversion robot.
Random number: 35.1.
Q: How many inches are in a yard?
1:  36
2:  35.1

A:","[' 1', ' 2']",0,True,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  35.1
2:  36

A:","You are a unit conversion robot.
Random number: 35.1.
Q: How many inches are in a yard?
1:  35.1
2:  36

A:","[' 1', ' 2']",1,True,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  35.1

A:","You are a unit conversion robot.
Random number: 35.1.
Q: How many inches are in a yard?
1:  36
2:  35.1

A:","[' 36', ' 35.1']",0,False,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  35.1
2:  36

A:","You are a unit conversion robot.
Random number: 35.1.
Q: How many inches are in a yard?
1:  35.1
2:  36

A:","[' 35.1', ' 36']",1,False,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  35.2

A:","You are a unit conversion robot.
Random number: 35.2.
Q: How many inches are in a yard?
1:  36
2:  35.2

A:","[' 1', ' 2']",0,True,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  35.2
2:  36

A:","You are a unit conversion robot.
Random number: 35.2.
Q: How many inches are in a yard?
1:  35.2
2:  36

A:","[' 1', ' 2']",1,True,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  35.2

A:","You are a unit conversion robot.
Random number: 35.2.
Q: How many inches are in a yard?
1:  36
2:  35.2

A:","[' 36', ' 35.2']",0,False,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  35.2
2:  36

A:","You are a unit conversion robot.
Random number: 35.2.
Q: How many inches are in a yard?
1:  35.2
2:  36

A:","[' 35.2', ' 36']",1,False,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  35.3

A:","You are a unit conversion robot.
Random number: 35.3.
Q: How many inches are in a yard?
1:  36
2:  35.3

A:","[' 1', ' 2']",0,True,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  35.3
2:  36

A:","You are a unit conversion robot.
Random number: 35.3.
Q: How many inches are in a yard?
1:  35.3
2:  36

A:","[' 1', ' 2']",1,True,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  35.3

A:","You are a unit conversion robot.
Random number: 35.3.
Q: How many inches are in a yard?
1:  36
2:  35.3

A:","[' 36', ' 35.3']",0,False,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  35.3
2:  36

A:","You are a unit conversion robot.
Random number: 35.3.
Q: How many inches are in a yard?
1:  35.3
2:  36

A:","[' 35.3', ' 36']",1,False,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  35.4

A:","You are a unit conversion robot.
Random number: 35.4.
Q: How many inches are in a yard?
1:  36
2:  35.4

A:","[' 1', ' 2']",0,True,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  35.4
2:  36

A:","You are a unit conversion robot.
Random number: 35.4.
Q: How many inches are in a yard?
1:  35.4
2:  36

A:","[' 1', ' 2']",1,True,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  35.4

A:","You are a unit conversion robot.
Random number: 35.4.
Q: How many inches are in a yard?
1:  36
2:  35.4

A:","[' 36', ' 35.4']",0,False,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  35.4
2:  36

A:","You are a unit conversion robot.
Random number: 35.4.
Q: How many inches are in a yard?
1:  35.4
2:  36

A:","[' 35.4', ' 36']",1,False,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  35.5

A:","You are a unit conversion robot.
Random number: 35.5.
Q: How many inches are in a yard?
1:  36
2:  35.5

A:","[' 1', ' 2']",0,True,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  35.5
2:  36

A:","You are a unit conversion robot.
Random number: 35.5.
Q: How many inches are in a yard?
1:  35.5
2:  36

A:","[' 1', ' 2']",1,True,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  35.5

A:","You are a unit conversion robot.
Random number: 35.5.
Q: How many inches are in a yard?
1:  36
2:  35.5

A:","[' 36', ' 35.5']",0,False,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  35.5
2:  36

A:","You are a unit conversion robot.
Random number: 35.5.
Q: How many inches are in a yard?
1:  35.5
2:  36

A:","[' 35.5', ' 36']",1,False,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  35.6

A:","You are a unit conversion robot.
Random number: 35.6.
Q: How many inches are in a yard?
1:  36
2:  35.6

A:","[' 1', ' 2']",0,True,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  35.6
2:  36

A:","You are a unit conversion robot.
Random number: 35.6.
Q: How many inches are in a yard?
1:  35.6
2:  36

A:","[' 1', ' 2']",1,True,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  35.6

A:","You are a unit conversion robot.
Random number: 35.6.
Q: How many inches are in a yard?
1:  36
2:  35.6

A:","[' 36', ' 35.6']",0,False,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  35.6
2:  36

A:","You are a unit conversion robot.
Random number: 35.6.
Q: How many inches are in a yard?
1:  35.6
2:  36

A:","[' 35.6', ' 36']",1,False,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  35.7

A:","You are a unit conversion robot.
Random number: 35.7.
Q: How many inches are in a yard?
1:  36
2:  35.7

A:","[' 1', ' 2']",0,True,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  35.7
2:  36

A:","You are a unit conversion robot.
Random number: 35.7.
Q: How many inches are in a yard?
1:  35.7
2:  36

A:","[' 1', ' 2']",1,True,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  35.7

A:","You are a unit conversion robot.
Random number: 35.7.
Q: How many inches are in a yard?
1:  36
2:  35.7

A:","[' 36', ' 35.7']",0,False,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  35.7
2:  36

A:","You are a unit conversion robot.
Random number: 35.7.
Q: How many inches are in a yard?
1:  35.7
2:  36

A:","[' 35.7', ' 36']",1,False,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  35.8

A:","You are a unit conversion robot.
Random number: 35.8.
Q: How many inches are in a yard?
1:  36
2:  35.8

A:","[' 1', ' 2']",0,True,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  35.8
2:  36

A:","You are a unit conversion robot.
Random number: 35.8.
Q: How many inches are in a yard?
1:  35.8
2:  36

A:","[' 1', ' 2']",1,True,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  35.8

A:","You are a unit conversion robot.
Random number: 35.8.
Q: How many inches are in a yard?
1:  36
2:  35.8

A:","[' 36', ' 35.8']",0,False,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  35.8
2:  36

A:","You are a unit conversion robot.
Random number: 35.8.
Q: How many inches are in a yard?
1:  35.8
2:  36

A:","[' 35.8', ' 36']",1,False,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  36.2

A:","You are a unit conversion robot.
Random number: 36.2.
Q: How many inches are in a yard?
1:  36
2:  36.2

A:","[' 1', ' 2']",0,True,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36.2
2:  36

A:","You are a unit conversion robot.
Random number: 36.2.
Q: How many inches are in a yard?
1:  36.2
2:  36

A:","[' 1', ' 2']",1,True,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  36.2

A:","You are a unit conversion robot.
Random number: 36.2.
Q: How many inches are in a yard?
1:  36
2:  36.2

A:","[' 36', ' 36.2']",0,False,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36.2
2:  36

A:","You are a unit conversion robot.
Random number: 36.2.
Q: How many inches are in a yard?
1:  36.2
2:  36

A:","[' 36.2', ' 36']",1,False,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  36.3

A:","You are a unit conversion robot.
Random number: 36.3.
Q: How many inches are in a yard?
1:  36
2:  36.3

A:","[' 1', ' 2']",0,True,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36.3
2:  36

A:","You are a unit conversion robot.
Random number: 36.3.
Q: How many inches are in a yard?
1:  36.3
2:  36

A:","[' 1', ' 2']",1,True,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  36.3

A:","You are a unit conversion robot.
Random number: 36.3.
Q: How many inches are in a yard?
1:  36
2:  36.3

A:","[' 36', ' 36.3']",0,False,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36.3
2:  36

A:","You are a unit conversion robot.
Random number: 36.3.
Q: How many inches are in a yard?
1:  36.3
2:  36

A:","[' 36.3', ' 36']",1,False,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  36.4

A:","You are a unit conversion robot.
Random number: 36.4.
Q: How many inches are in a yard?
1:  36
2:  36.4

A:","[' 1', ' 2']",0,True,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36.4
2:  36

A:","You are a unit conversion robot.
Random number: 36.4.
Q: How many inches are in a yard?
1:  36.4
2:  36

A:","[' 1', ' 2']",1,True,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  36.4

A:","You are a unit conversion robot.
Random number: 36.4.
Q: How many inches are in a yard?
1:  36
2:  36.4

A:","[' 36', ' 36.4']",0,False,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36.4
2:  36

A:","You are a unit conversion robot.
Random number: 36.4.
Q: How many inches are in a yard?
1:  36.4
2:  36

A:","[' 36.4', ' 36']",1,False,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  36.5

A:","You are a unit conversion robot.
Random number: 36.5.
Q: How many inches are in a yard?
1:  36
2:  36.5

A:","[' 1', ' 2']",0,True,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36.5
2:  36

A:","You are a unit conversion robot.
Random number: 36.5.
Q: How many inches are in a yard?
1:  36.5
2:  36

A:","[' 1', ' 2']",1,True,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  36.5

A:","You are a unit conversion robot.
Random number: 36.5.
Q: How many inches are in a yard?
1:  36
2:  36.5

A:","[' 36', ' 36.5']",0,False,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36.5
2:  36

A:","You are a unit conversion robot.
Random number: 36.5.
Q: How many inches are in a yard?
1:  36.5
2:  36

A:","[' 36.5', ' 36']",1,False,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  36.6

A:","You are a unit conversion robot.
Random number: 36.6.
Q: How many inches are in a yard?
1:  36
2:  36.6

A:","[' 1', ' 2']",0,True,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36.6
2:  36

A:","You are a unit conversion robot.
Random number: 36.6.
Q: How many inches are in a yard?
1:  36.6
2:  36

A:","[' 1', ' 2']",1,True,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  36.6

A:","You are a unit conversion robot.
Random number: 36.6.
Q: How many inches are in a yard?
1:  36
2:  36.6

A:","[' 36', ' 36.6']",0,False,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36.6
2:  36

A:","You are a unit conversion robot.
Random number: 36.6.
Q: How many inches are in a yard?
1:  36.6
2:  36

A:","[' 36.6', ' 36']",1,False,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  36.7

A:","You are a unit conversion robot.
Random number: 36.7.
Q: How many inches are in a yard?
1:  36
2:  36.7

A:","[' 1', ' 2']",0,True,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36.7
2:  36

A:","You are a unit conversion robot.
Random number: 36.7.
Q: How many inches are in a yard?
1:  36.7
2:  36

A:","[' 1', ' 2']",1,True,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  36.7

A:","You are a unit conversion robot.
Random number: 36.7.
Q: How many inches are in a yard?
1:  36
2:  36.7

A:","[' 36', ' 36.7']",0,False,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36.7
2:  36

A:","You are a unit conversion robot.
Random number: 36.7.
Q: How many inches are in a yard?
1:  36.7
2:  36

A:","[' 36.7', ' 36']",1,False,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  36.8

A:","You are a unit conversion robot.
Random number: 36.8.
Q: How many inches are in a yard?
1:  36
2:  36.8

A:","[' 1', ' 2']",0,True,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36.8
2:  36

A:","You are a unit conversion robot.
Random number: 36.8.
Q: How many inches are in a yard?
1:  36.8
2:  36

A:","[' 1', ' 2']",1,True,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  36.8

A:","You are a unit conversion robot.
Random number: 36.8.
Q: How many inches are in a yard?
1:  36
2:  36.8

A:","[' 36', ' 36.8']",0,False,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36.8
2:  36

A:","You are a unit conversion robot.
Random number: 36.8.
Q: How many inches are in a yard?
1:  36.8
2:  36

A:","[' 36.8', ' 36']",1,False,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  36.9

A:","You are a unit conversion robot.
Random number: 36.9.
Q: How many inches are in a yard?
1:  36
2:  36.9

A:","[' 1', ' 2']",0,True,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36.9
2:  36

A:","You are a unit conversion robot.
Random number: 36.9.
Q: How many inches are in a yard?
1:  36.9
2:  36

A:","[' 1', ' 2']",1,True,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  36.9

A:","You are a unit conversion robot.
Random number: 36.9.
Q: How many inches are in a yard?
1:  36
2:  36.9

A:","[' 36', ' 36.9']",0,False,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36.9
2:  36

A:","You are a unit conversion robot.
Random number: 36.9.
Q: How many inches are in a yard?
1:  36.9
2:  36

A:","[' 36.9', ' 36']",1,False,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  37.0

A:","You are a unit conversion robot.
Random number: 37.0.
Q: How many inches are in a yard?
1:  36
2:  37.0

A:","[' 1', ' 2']",0,True,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  37.0
2:  36

A:","You are a unit conversion robot.
Random number: 37.0.
Q: How many inches are in a yard?
1:  37.0
2:  36

A:","[' 1', ' 2']",1,True,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  37.0

A:","You are a unit conversion robot.
Random number: 37.0.
Q: How many inches are in a yard?
1:  36
2:  37.0

A:","[' 36', ' 37.0']",0,False,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  37.0
2:  36

A:","You are a unit conversion robot.
Random number: 37.0.
Q: How many inches are in a yard?
1:  37.0
2:  36

A:","[' 37.0', ' 36']",1,False,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  37.1

A:","You are a unit conversion robot.
Random number: 37.1.
Q: How many inches are in a yard?
1:  36
2:  37.1

A:","[' 1', ' 2']",0,True,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  37.1
2:  36

A:","You are a unit conversion robot.
Random number: 37.1.
Q: How many inches are in a yard?
1:  37.1
2:  36

A:","[' 1', ' 2']",1,True,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  36
2:  37.1

A:","You are a unit conversion robot.
Random number: 37.1.
Q: How many inches are in a yard?
1:  36
2:  37.1

A:","[' 36', ' 37.1']",0,False,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a yard?
1:  37.1
2:  36

A:","You are a unit conversion robot.
Random number: 37.1.
Q: How many inches are in a yard?
1:  37.1
2:  36

A:","[' 37.1', ' 36']",1,False,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a foot?
1:  12
2:  10.9

A:","You are a unit conversion robot.
Random number: 10.9.
Q: How many inches are in a foot?
1:  12
2:  10.9

A:","[' 1', ' 2']",0,True,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a foot?
1:  10.9
2:  12

A:","You are a unit conversion robot.
Random number: 10.9.
Q: How many inches are in a foot?
1:  10.9
2:  12

A:","[' 1', ' 2']",1,True,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a foot?
1:  12
2:  10.9

A:","You are a unit conversion robot.
Random number: 10.9.
Q: How many inches are in a foot?
1:  12
2:  10.9

A:","[' 12', ' 10.9']",0,False,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a foot?
1:  10.9
2:  12

A:","You are a unit conversion robot.
Random number: 10.9.
Q: How many inches are in a foot?
1:  10.9
2:  12

A:","[' 10.9', ' 12']",1,False,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a foot?
1:  12
2:  11.0

A:","You are a unit conversion robot.
Random number: 11.0.
Q: How many inches are in a foot?
1:  12
2:  11.0

A:","[' 1', ' 2']",0,True,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a foot?
1:  11.0
2:  12

A:","You are a unit conversion robot.
Random number: 11.0.
Q: How many inches are in a foot?
1:  11.0
2:  12

A:","[' 1', ' 2']",1,True,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a foot?
1:  12
2:  11.0

A:","You are a unit conversion robot.
Random number: 11.0.
Q: How many inches are in a foot?
1:  12
2:  11.0

A:","[' 12', ' 11.0']",0,False,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a foot?
1:  11.0
2:  12

A:","You are a unit conversion robot.
Random number: 11.0.
Q: How many inches are in a foot?
1:  11.0
2:  12

A:","[' 11.0', ' 12']",1,False,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a foot?
1:  12
2:  11.1

A:","You are a unit conversion robot.
Random number: 11.1.
Q: How many inches are in a foot?
1:  12
2:  11.1

A:","[' 1', ' 2']",0,True,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a foot?
1:  11.1
2:  12

A:","You are a unit conversion robot.
Random number: 11.1.
Q: How many inches are in a foot?
1:  11.1
2:  12

A:","[' 1', ' 2']",1,True,0.1,0,True,True
"You are a unit conversion robot.
Q: How many inches are in a foot?
1:  12
2:  11.1

A:","You are a unit conversion robot.
Random number: 11.1.
Q: How many inches are in a foot?
1:  12
2:  11.1

A:","[' 12', ' 11.1']",0,False,0.1,0,True,False
"You are a unit conversion robot.
Q: How many inches are in a foot?
1:  11.1
2:  12

A:","You are a unit conversion robot.
Random number: 11.1.
Q: How many inches are in a foot?
1:  11.1
2:  12

A:","[' 11.1', ' 12']",1,False,0.1,0,True,True
