anchor_scale,answer_index,classes,indices,other_prompt,prompt
0.1,0,"[' 100', ' 100.3']",False,"Random number: 100.3.
Q: How many centimeters are in a meter?
1:  100
2:  100.3

A:","Q: How many centimeters are in a meter?
1:  100
2:  100.3

A:"
0.1,0,"[' 100', ' 100.4']",False,"Random number: 100.4.
Q: How many centimeters are in a meter?
1:  100
2:  100.4

A:","Q: How many centimeters are in a meter?
1:  100
2:  100.4

A:"
0.1,0,"[' 100', ' 100.5']",False,"Random number: 100.5.
Q: How many centimeters are in a meter?
1:  100
2:  100.5

A:","Q: How many centimeters are in a meter?
1:  100
2:  100.5

A:"
0.1,0,"[' 100', ' 100.6']",False,"Random number: 100.6.
Q: How many centimeters are in a meter?
1:  100
2:  100.6

A:","Q: How many centimeters are in a meter?
1:  100
2:  100.6

A:"
0.1,0,"[' 100', ' 100.7']",False,"Random number: 100.7.
Q: How many centimeters are in a meter?
1:  100
2:  100.7

A:","Q: How many centimeters are in a meter?
1:  100
2:  100.7

A:"
0.1,0,"[' 100', ' 100.8']",False,"Random number: 100.8.
Q: How many centimeters are in a meter?
1:  100
2:  100.8

A:","Q: How many centimeters are in a meter?
1:  100
2:  100.8

A:"
0.1,0,"[' 100', ' 100.9']",False,"Random number: 100.9.
Q: How many centimeters are in a meter?
1:  100
2:  100.9

A:","Q: How many centimeters are in a meter?
1:  100
2:  100.9

A:"
0.1,0,"[' 100', ' 101.0']",False,"Random number: 101.0.
Q: How many centimeters are in a meter?
1:  100
2:  101.0

A:","Q: How many centimeters are in a meter?
1:  100
2:  101.0

A:"
0.1,0,"[' 100', ' 101.1']",False,"Random number: 101.1.
Q: How many centimeters are in a meter?
1:  100
2:  101.1

A:","Q: How many centimeters are in a meter?
1:  100
2:  101.1

A:"
1.0,1,"[' 5280', ' 5269']",False,"Random number: 5269.
Q: How many feet are in a mile?
1:  5269
2:  5280

A:","Q: How many feet are in a mile?
1:  5269
2:  5280

A:"
1.0,1,"[' 5280', ' 5270']",False,"Random number: 5270.
Q: How many feet are in a mile?
1:  5270
2:  5280

A:","Q: How many feet are in a mile?
1:  5270
2:  5280

A:"
1.0,1,"[' 5280', ' 5271']",False,"Random number: 5271.
Q: How many feet are in a mile?
1:  5271
2:  5280

A:","Q: How many feet are in a mile?
1:  5271
2:  5280

A:"
1.0,1,"[' 5280', ' 5272']",False,"Random number: 5272.
Q: How many feet are in a mile?
1:  5272
2:  5280

A:","Q: How many feet are in a mile?
1:  5272
2:  5280

A:"
1.0,1,"[' 5280', ' 5273']",False,"Random number: 5273.
Q: How many feet are in a mile?
1:  5273
2:  5280

A:","Q: How many feet are in a mile?
1:  5273
2:  5280

A:"
1.0,1,"[' 5280', ' 5274']",False,"Random number: 5274.
Q: How many feet are in a mile?
1:  5274
2:  5280

A:","Q: How many feet are in a mile?
1:  5274
2:  5280

A:"
1.0,1,"[' 5280', ' 5275']",False,"Random number: 5275.
Q: How many feet are in a mile?
1:  5275
2:  5280

A:","Q: How many feet are in a mile?
1:  5275
2:  5280

A:"
1.0,1,"[' 5280', ' 5276']",False,"Random number: 5276.
Q: How many feet are in a mile?
1:  5276
2:  5280

A:","Q: How many feet are in a mile?
1:  5276
2:  5280

A:"
1.0,1,"[' 5280', ' 5277']",False,"Random number: 5277.
Q: How many feet are in a mile?
1:  5277
2:  5280

A:","Q: How many feet are in a mile?
1:  5277
2:  5280

A:"
1.0,1,"[' 5280', ' 5278']",False,"Random number: 5278.
Q: How many feet are in a mile?
1:  5278
2:  5280

A:","Q: How many feet are in a mile?
1:  5278
2:  5280

A:"
1.0,1,"[' 5280', ' 5282']",False,"Random number: 5282.
Q: How many feet are in a mile?
1:  5282
2:  5280

A:","Q: How many feet are in a mile?
1:  5282
2:  5280

A:"
1.0,1,"[' 5280', ' 5283']",False,"Random number: 5283.
Q: How many feet are in a mile?
1:  5283
2:  5280

A:","Q: How many feet are in a mile?
1:  5283
2:  5280

A:"
1.0,1,"[' 5280', ' 5284']",False,"Random number: 5284.
Q: How many feet are in a mile?
1:  5284
2:  5280

A:","Q: How many feet are in a mile?
1:  5284
2:  5280

A:"
1.0,1,"[' 5280', ' 5285']",False,"Random number: 5285.
Q: How many feet are in a mile?
1:  5285
2:  5280

A:","Q: How many feet are in a mile?
1:  5285
2:  5280

A:"
1.0,1,"[' 5280', ' 5286']",False,"Random number: 5286.
Q: How many feet are in a mile?
1:  5286
2:  5280

A:","Q: How many feet are in a mile?
1:  5286
2:  5280

A:"
1.0,1,"[' 5280', ' 5287']",False,"Random number: 5287.
Q: How many feet are in a mile?
1:  5287
2:  5280

A:","Q: How many feet are in a mile?
1:  5287
2:  5280

A:"
1.0,1,"[' 5280', ' 5288']",False,"Random number: 5288.
Q: How many feet are in a mile?
1:  5288
2:  5280

A:","Q: How many feet are in a mile?
1:  5288
2:  5280

A:"
1.0,1,"[' 5280', ' 5289']",False,"Random number: 5289.
Q: How many feet are in a mile?
1:  5289
2:  5280

A:","Q: How many feet are in a mile?
1:  5289
2:  5280

A:"
1.0,1,"[' 5280', ' 5290']",False,"Random number: 5290.
Q: How many feet are in a mile?
1:  5290
2:  5280

A:","Q: How many feet are in a mile?
1:  5290
2:  5280

A:"
1.0,1,"[' 5280', ' 5291']",False,"Random number: 5291.
Q: How many feet are in a mile?
1:  5291
2:  5280

A:","Q: How many feet are in a mile?
1:  5291
2:  5280

A:"
1.0,1,"[' 2205', ' 2194']",False,"Random number: 2194.
Q: How many pounds are in a tonne?
1:  2194
2:  2205

A:","Q: How many pounds are in a tonne?
1:  2194
2:  2205

A:"
1.0,1,"[' 2205', ' 2195']",False,"Random number: 2195.
Q: How many pounds are in a tonne?
1:  2195
2:  2205

A:","Q: How many pounds are in a tonne?
1:  2195
2:  2205

A:"
1.0,1,"[' 2205', ' 2196']",False,"Random number: 2196.
Q: How many pounds are in a tonne?
1:  2196
2:  2205

A:","Q: How many pounds are in a tonne?
1:  2196
2:  2205

A:"
1.0,1,"[' 2205', ' 2197']",False,"Random number: 2197.
Q: How many pounds are in a tonne?
1:  2197
2:  2205

A:","Q: How many pounds are in a tonne?
1:  2197
2:  2205

A:"
1.0,1,"[' 2205', ' 2198']",False,"Random number: 2198.
Q: How many pounds are in a tonne?
1:  2198
2:  2205

A:","Q: How many pounds are in a tonne?
1:  2198
2:  2205

A:"
1.0,1,"[' 2205', ' 2199']",False,"Random number: 2199.
Q: How many pounds are in a tonne?
1:  2199
2:  2205

A:","Q: How many pounds are in a tonne?
1:  2199
2:  2205

A:"
1.0,1,"[' 2205', ' 2200']",False,"Random number: 2200.
Q: How many pounds are in a tonne?
1:  2200
2:  2205

A:","Q: How many pounds are in a tonne?
1:  2200
2:  2205

A:"
1.0,1,"[' 2205', ' 2201']",False,"Random number: 2201.
Q: How many pounds are in a tonne?
1:  2201
2:  2205

A:","Q: How many pounds are in a tonne?
1:  2201
2:  2205

A:"
1.0,1,"[' 2205', ' 2202']",False,"Random number: 2202.
Q: How many pounds are in a tonne?
1:  2202
2:  2205

A:","Q: How many pounds are in a tonne?
1:  2202
2:  2205

A:"
1.0,1,"[' 2205', ' 2203']",False,"Random number: 2203.
Q: How many pounds are in a tonne?
1:  2203
2:  2205

A:","Q: How many pounds are in a tonne?
1:  2203
2:  2205

A:"
1.0,1,"[' 2205', ' 2207']",False,"Random number: 2207.
Q: How many pounds are in a tonne?
1:  2207
2:  2205

A:","Q: How many pounds are in a tonne?
1:  2207
2:  2205

A:"
1.0,1,"[' 2205', ' 2208']",False,"Random number: 2208.
Q: How many pounds are in a tonne?
1:  2208
2:  2205

A:","Q: How many pounds are in a tonne?
1:  2208
2:  2205

A:"
1.0,1,"[' 2205', ' 2209']",False,"Random number: 2209.
Q: How many pounds are in a tonne?
1:  2209
2:  2205

A:","Q: How many pounds are in a tonne?
1:  2209
2:  2205

A:"
1.0,1,"[' 2205', ' 2210']",False,"Random number: 2210.
Q: How many pounds are in a tonne?
1:  2210
2:  2205

A:","Q: How many pounds are in a tonne?
1:  2210
2:  2205

A:"
1.0,1,"[' 2205', ' 2211']",False,"Random number: 2211.
Q: How many pounds are in a tonne?
1:  2211
2:  2205

A:","Q: How many pounds are in a tonne?
1:  2211
2:  2205

A:"
1.0,1,"[' 2205', ' 2212']",False,"Random number: 2212.
Q: How many pounds are in a tonne?
1:  2212
2:  2205

A:","Q: How many pounds are in a tonne?
1:  2212
2:  2205

A:"
1.0,1,"[' 2205', ' 2213']",False,"Random number: 2213.
Q: How many pounds are in a tonne?
1:  2213
2:  2205

A:","Q: How many pounds are in a tonne?
1:  2213
2:  2205

A:"
1.0,1,"[' 2205', ' 2214']",False,"Random number: 2214.
Q: How many pounds are in a tonne?
1:  2214
2:  2205

A:","Q: How many pounds are in a tonne?
1:  2214
2:  2205

A:"
1.0,1,"[' 2205', ' 2215']",False,"Random number: 2215.
Q: How many pounds are in a tonne?
1:  2215
2:  2205

A:","Q: How many pounds are in a tonne?
1:  2215
2:  2205

A:"
1.0,1,"[' 2205', ' 2216']",False,"Random number: 2216.
Q: How many pounds are in a tonne?
1:  2216
2:  2205

A:","Q: How many pounds are in a tonne?
1:  2216
2:  2205

A:"
1.0,1,"[' 3785', ' 3774']",False,"Random number: 3774.
Q: How many milliliters are in a gallon?
1:  3774
2:  3785

A:","Q: How many milliliters are in a gallon?
1:  3774
2:  3785

A:"
1.0,1,"[' 3785', ' 3775']",False,"Random number: 3775.
Q: How many milliliters are in a gallon?
1:  3775
2:  3785

A:","Q: How many milliliters are in a gallon?
1:  3775
2:  3785

A:"
1.0,1,"[' 3785', ' 3776']",False,"Random number: 3776.
Q: How many milliliters are in a gallon?
1:  3776
2:  3785

A:","Q: How many milliliters are in a gallon?
1:  3776
2:  3785

A:"
1.0,1,"[' 3785', ' 3777']",False,"Random number: 3777.
Q: How many milliliters are in a gallon?
1:  3777
2:  3785

A:","Q: How many milliliters are in a gallon?
1:  3777
2:  3785

A:"
1.0,1,"[' 3785', ' 3778']",False,"Random number: 3778.
Q: How many milliliters are in a gallon?
1:  3778
2:  3785

A:","Q: How many milliliters are in a gallon?
1:  3778
2:  3785

A:"
1.0,1,"[' 3785', ' 3779']",False,"Random number: 3779.
Q: How many milliliters are in a gallon?
1:  3779
2:  3785

A:","Q: How many milliliters are in a gallon?
1:  3779
2:  3785

A:"
1.0,1,"[' 3785', ' 3780']",False,"Random number: 3780.
Q: How many milliliters are in a gallon?
1:  3780
2:  3785

A:","Q: How many milliliters are in a gallon?
1:  3780
2:  3785

A:"
1.0,1,"[' 3785', ' 3781']",False,"Random number: 3781.
Q: How many milliliters are in a gallon?
1:  3781
2:  3785

A:","Q: How many milliliters are in a gallon?
1:  3781
2:  3785

A:"
1.0,1,"[' 3785', ' 3782']",False,"Random number: 3782.
Q: How many milliliters are in a gallon?
1:  3782
2:  3785

A:","Q: How many milliliters are in a gallon?
1:  3782
2:  3785

A:"
1.0,1,"[' 3785', ' 3783']",False,"Random number: 3783.
Q: How many milliliters are in a gallon?
1:  3783
2:  3785

A:","Q: How many milliliters are in a gallon?
1:  3783
2:  3785

A:"
1.0,1,"[' 3785', ' 3787']",False,"Random number: 3787.
Q: How many milliliters are in a gallon?
1:  3787
2:  3785

A:","Q: How many milliliters are in a gallon?
1:  3787
2:  3785

A:"
1.0,1,"[' 3785', ' 3788']",False,"Random number: 3788.
Q: How many milliliters are in a gallon?
1:  3788
2:  3785

A:","Q: How many milliliters are in a gallon?
1:  3788
2:  3785

A:"
1.0,1,"[' 3785', ' 3789']",False,"Random number: 3789.
Q: How many milliliters are in a gallon?
1:  3789
2:  3785

A:","Q: How many milliliters are in a gallon?
1:  3789
2:  3785

A:"
1.0,1,"[' 3785', ' 3790']",False,"Random number: 3790.
Q: How many milliliters are in a gallon?
1:  3790
2:  3785

A:","Q: How many milliliters are in a gallon?
1:  3790
2:  3785

A:"
1.0,1,"[' 3785', ' 3791']",False,"Random number: 3791.
Q: How many milliliters are in a gallon?
1:  3791
2:  3785

A:","Q: How many milliliters are in a gallon?
1:  3791
2:  3785

A:"
1.0,1,"[' 3785', ' 3792']",False,"Random number: 3792.
Q: How many milliliters are in a gallon?
1:  3792
2:  3785

A:","Q: How many milliliters are in a gallon?
1:  3792
2:  3785

A:"
1.0,1,"[' 3785', ' 3793']",False,"Random number: 3793.
Q: How many milliliters are in a gallon?
1:  3793
2:  3785

A:","Q: How many milliliters are in a gallon?
1:  3793
2:  3785

A:"
1.0,1,"[' 3785', ' 3794']",False,"Random number: 3794.
Q: How many milliliters are in a gallon?
1:  3794
2:  3785

A:","Q: How many milliliters are in a gallon?
1:  3794
2:  3785

A:"
1.0,1,"[' 3785', ' 3795']",False,"Random number: 3795.
Q: How many milliliters are in a gallon?
1:  3795
2:  3785

A:","Q: How many milliliters are in a gallon?
1:  3795
2:  3785

A:"
1.0,1,"[' 3785', ' 3796']",False,"Random number: 3796.
Q: How many milliliters are in a gallon?
1:  3796
2:  3785

A:","Q: How many milliliters are in a gallon?
1:  3796
2:  3785

A:"
1.0,1,"[' 1760', ' 1749']",False,"Random number: 1749.
Q: How many yards are in a mile?
1:  1749
2:  1760

A:","Q: How many yards are in a mile?
1:  1749
2:  1760

A:"
1.0,1,"[' 1760', ' 1750']",False,"Random number: 1750.
Q: How many yards are in a mile?
1:  1750
2:  1760

A:","Q: How many yards are in a mile?
1:  1750
2:  1760

A:"
1.0,1,"[' 1760', ' 1751']",False,"Random number: 1751.
Q: How many yards are in a mile?
1:  1751
2:  1760

A:","Q: How many yards are in a mile?
1:  1751
2:  1760

A:"
1.0,1,"[' 1760', ' 1752']",False,"Random number: 1752.
Q: How many yards are in a mile?
1:  1752
2:  1760

A:","Q: How many yards are in a mile?
1:  1752
2:  1760

A:"
1.0,1,"[' 1760', ' 1753']",False,"Random number: 1753.
Q: How many yards are in a mile?
1:  1753
2:  1760

A:","Q: How many yards are in a mile?
1:  1753
2:  1760

A:"
1.0,1,"[' 1760', ' 1754']",False,"Random number: 1754.
Q: How many yards are in a mile?
1:  1754
2:  1760

A:","Q: How many yards are in a mile?
1:  1754
2:  1760

A:"
1.0,1,"[' 1760', ' 1755']",False,"Random number: 1755.
Q: How many yards are in a mile?
1:  1755
2:  1760

A:","Q: How many yards are in a mile?
1:  1755
2:  1760

A:"
1.0,1,"[' 1760', ' 1756']",False,"Random number: 1756.
Q: How many yards are in a mile?
1:  1756
2:  1760

A:","Q: How many yards are in a mile?
1:  1756
2:  1760

A:"
1.0,1,"[' 1760', ' 1757']",False,"Random number: 1757.
Q: How many yards are in a mile?
1:  1757
2:  1760

A:","Q: How many yards are in a mile?
1:  1757
2:  1760

A:"
1.0,1,"[' 1760', ' 1758']",False,"Random number: 1758.
Q: How many yards are in a mile?
1:  1758
2:  1760

A:","Q: How many yards are in a mile?
1:  1758
2:  1760

A:"
1.0,1,"[' 1760', ' 1762']",False,"Random number: 1762.
Q: How many yards are in a mile?
1:  1762
2:  1760

A:","Q: How many yards are in a mile?
1:  1762
2:  1760

A:"
1.0,1,"[' 1760', ' 1763']",False,"Random number: 1763.
Q: How many yards are in a mile?
1:  1763
2:  1760

A:","Q: How many yards are in a mile?
1:  1763
2:  1760

A:"
1.0,1,"[' 1760', ' 1764']",False,"Random number: 1764.
Q: How many yards are in a mile?
1:  1764
2:  1760

A:","Q: How many yards are in a mile?
1:  1764
2:  1760

A:"
1.0,1,"[' 1760', ' 1765']",False,"Random number: 1765.
Q: How many yards are in a mile?
1:  1765
2:  1760

A:","Q: How many yards are in a mile?
1:  1765
2:  1760

A:"
1.0,1,"[' 1760', ' 1766']",False,"Random number: 1766.
Q: How many yards are in a mile?
1:  1766
2:  1760

A:","Q: How many yards are in a mile?
1:  1766
2:  1760

A:"
1.0,1,"[' 1760', ' 1767']",False,"Random number: 1767.
Q: How many yards are in a mile?
1:  1767
2:  1760

A:","Q: How many yards are in a mile?
1:  1767
2:  1760

A:"
1.0,1,"[' 1760', ' 1768']",False,"Random number: 1768.
Q: How many yards are in a mile?
1:  1768
2:  1760

A:","Q: How many yards are in a mile?
1:  1768
2:  1760

A:"
1.0,1,"[' 1760', ' 1769']",False,"Random number: 1769.
Q: How many yards are in a mile?
1:  1769
2:  1760

A:","Q: How many yards are in a mile?
1:  1769
2:  1760

A:"
1.0,1,"[' 1760', ' 1770']",False,"Random number: 1770.
Q: How many yards are in a mile?
1:  1770
2:  1760

A:","Q: How many yards are in a mile?
1:  1770
2:  1760

A:"
1.0,1,"[' 1760', ' 1771']",False,"Random number: 1771.
Q: How many yards are in a mile?
1:  1771
2:  1760

A:","Q: How many yards are in a mile?
1:  1771
2:  1760

A:"
1.0,1,"[' 39370', ' 39359']",False,"Random number: 39359.
Q: How many inches are in a kilometer?
1:  39359
2:  39370

A:","Q: How many inches are in a kilometer?
1:  39359
2:  39370

A:"
1.0,1,"[' 39370', ' 39360']",False,"Random number: 39360.
Q: How many inches are in a kilometer?
1:  39360
2:  39370

A:","Q: How many inches are in a kilometer?
1:  39360
2:  39370

A:"
1.0,1,"[' 39370', ' 39361']",False,"Random number: 39361.
Q: How many inches are in a kilometer?
1:  39361
2:  39370

A:","Q: How many inches are in a kilometer?
1:  39361
2:  39370

A:"
1.0,1,"[' 39370', ' 39362']",False,"Random number: 39362.
Q: How many inches are in a kilometer?
1:  39362
2:  39370

A:","Q: How many inches are in a kilometer?
1:  39362
2:  39370

A:"
1.0,1,"[' 39370', ' 39363']",False,"Random number: 39363.
Q: How many inches are in a kilometer?
1:  39363
2:  39370

A:","Q: How many inches are in a kilometer?
1:  39363
2:  39370

A:"
1.0,1,"[' 39370', ' 39364']",False,"Random number: 39364.
Q: How many inches are in a kilometer?
1:  39364
2:  39370

A:","Q: How many inches are in a kilometer?
1:  39364
2:  39370

A:"
1.0,1,"[' 39370', ' 39365']",False,"Random number: 39365.
Q: How many inches are in a kilometer?
1:  39365
2:  39370

A:","Q: How many inches are in a kilometer?
1:  39365
2:  39370

A:"
1.0,1,"[' 39370', ' 39366']",False,"Random number: 39366.
Q: How many inches are in a kilometer?
1:  39366
2:  39370

A:","Q: How many inches are in a kilometer?
1:  39366
2:  39370

A:"
1.0,1,"[' 39370', ' 39367']",False,"Random number: 39367.
Q: How many inches are in a kilometer?
1:  39367
2:  39370

A:","Q: How many inches are in a kilometer?
1:  39367
2:  39370

A:"
1.0,1,"[' 39370', ' 39368']",False,"Random number: 39368.
Q: How many inches are in a kilometer?
1:  39368
2:  39370

A:","Q: How many inches are in a kilometer?
1:  39368
2:  39370

A:"
1.0,1,"[' 39370', ' 39372']",False,"Random number: 39372.
Q: How many inches are in a kilometer?
1:  39372
2:  39370

A:","Q: How many inches are in a kilometer?
1:  39372
2:  39370

A:"
1.0,1,"[' 39370', ' 39373']",False,"Random number: 39373.
Q: How many inches are in a kilometer?
1:  39373
2:  39370

A:","Q: How many inches are in a kilometer?
1:  39373
2:  39370

A:"
1.0,1,"[' 39370', ' 39374']",False,"Random number: 39374.
Q: How many inches are in a kilometer?
1:  39374
2:  39370

A:","Q: How many inches are in a kilometer?
1:  39374
2:  39370

A:"
1.0,1,"[' 39370', ' 39375']",False,"Random number: 39375.
Q: How many inches are in a kilometer?
1:  39375
2:  39370

A:","Q: How many inches are in a kilometer?
1:  39375
2:  39370

A:"
1.0,1,"[' 39370', ' 39376']",False,"Random number: 39376.
Q: How many inches are in a kilometer?
1:  39376
2:  39370

A:","Q: How many inches are in a kilometer?
1:  39376
2:  39370

A:"
1.0,1,"[' 39370', ' 39377']",False,"Random number: 39377.
Q: How many inches are in a kilometer?
1:  39377
2:  39370

A:","Q: How many inches are in a kilometer?
1:  39377
2:  39370

A:"
1.0,1,"[' 39370', ' 39378']",False,"Random number: 39378.
Q: How many inches are in a kilometer?
1:  39378
2:  39370

A:","Q: How many inches are in a kilometer?
1:  39378
2:  39370

A:"
1.0,1,"[' 39370', ' 39379']",False,"Random number: 39379.
Q: How many inches are in a kilometer?
1:  39379
2:  39370

A:","Q: How many inches are in a kilometer?
1:  39379
2:  39370

A:"
1.0,1,"[' 39370', ' 39380']",False,"Random number: 39380.
Q: How many inches are in a kilometer?
1:  39380
2:  39370

A:","Q: How many inches are in a kilometer?
1:  39380
2:  39370

A:"
1.0,1,"[' 39370', ' 39381']",False,"Random number: 39381.
Q: How many inches are in a kilometer?
1:  39381
2:  39370

A:","Q: How many inches are in a kilometer?
1:  39381
2:  39370

A:"
0.01,1,"[' 3.28', ' 3.17']",False,"Random number: 3.17.
Q: How many feet are in a meter?
1:  3.17
2:  3.28

A:","Q: How many feet are in a meter?
1:  3.17
2:  3.28

A:"
0.01,1,"[' 3.28', ' 3.1799999999999997']",False,"Random number: 3.1799999999999997.
Q: How many feet are in a meter?
1:  3.1799999999999997
2:  3.28

A:","Q: How many feet are in a meter?
1:  3.1799999999999997
2:  3.28

A:"
0.01,1,"[' 3.28', ' 3.19']",False,"Random number: 3.19.
Q: How many feet are in a meter?
1:  3.19
2:  3.28

A:","Q: How many feet are in a meter?
1:  3.19
2:  3.28

A:"
0.01,1,"[' 3.28', ' 3.1999999999999997']",False,"Random number: 3.1999999999999997.
Q: How many feet are in a meter?
1:  3.1999999999999997
2:  3.28

A:","Q: How many feet are in a meter?
1:  3.1999999999999997
2:  3.28

A:"
0.01,1,"[' 3.28', ' 3.21']",False,"Random number: 3.21.
Q: How many feet are in a meter?
1:  3.21
2:  3.28

A:","Q: How many feet are in a meter?
1:  3.21
2:  3.28

A:"
0.01,1,"[' 3.28', ' 3.2199999999999998']",False,"Random number: 3.2199999999999998.
Q: How many feet are in a meter?
1:  3.2199999999999998
2:  3.28

A:","Q: How many feet are in a meter?
1:  3.2199999999999998
2:  3.28

A:"
0.01,1,"[' 3.28', ' 3.23']",False,"Random number: 3.23.
Q: How many feet are in a meter?
1:  3.23
2:  3.28

A:","Q: How many feet are in a meter?
1:  3.23
2:  3.28

A:"
0.01,1,"[' 3.28', ' 3.2399999999999998']",False,"Random number: 3.2399999999999998.
Q: How many feet are in a meter?
1:  3.2399999999999998
2:  3.28

A:","Q: How many feet are in a meter?
1:  3.2399999999999998
2:  3.28

A:"
0.01,1,"[' 3.28', ' 3.25']",False,"Random number: 3.25.
Q: How many feet are in a meter?
1:  3.25
2:  3.28

A:","Q: How many feet are in a meter?
1:  3.25
2:  3.28

A:"
0.01,1,"[' 3.28', ' 3.26']",False,"Random number: 3.26.
Q: How many feet are in a meter?
1:  3.26
2:  3.28

A:","Q: How many feet are in a meter?
1:  3.26
2:  3.28

A:"
0.01,1,"[' 3.28', ' 3.3']",False,"Random number: 3.3.
Q: How many feet are in a meter?
1:  3.3
2:  3.28

A:","Q: How many feet are in a meter?
1:  3.3
2:  3.28

A:"
0.01,1,"[' 3.28', ' 3.3099999999999996']",False,"Random number: 3.3099999999999996.
Q: How many feet are in a meter?
1:  3.3099999999999996
2:  3.28

A:","Q: How many feet are in a meter?
1:  3.3099999999999996
2:  3.28

A:"
0.01,1,"[' 3.28', ' 3.32']",False,"Random number: 3.32.
Q: How many feet are in a meter?
1:  3.32
2:  3.28

A:","Q: How many feet are in a meter?
1:  3.32
2:  3.28

A:"
0.01,1,"[' 3.28', ' 3.3299999999999996']",False,"Random number: 3.3299999999999996.
Q: How many feet are in a meter?
1:  3.3299999999999996
2:  3.28

A:","Q: How many feet are in a meter?
1:  3.3299999999999996
2:  3.28

A:"
0.01,1,"[' 3.28', ' 3.34']",False,"Random number: 3.34.
Q: How many feet are in a meter?
1:  3.34
2:  3.28

A:","Q: How many feet are in a meter?
1:  3.34
2:  3.28

A:"
0.01,1,"[' 3.28', ' 3.3499999999999996']",False,"Random number: 3.3499999999999996.
Q: How many feet are in a meter?
1:  3.3499999999999996
2:  3.28

A:","Q: How many feet are in a meter?
1:  3.3499999999999996
2:  3.28

A:"
0.01,1,"[' 3.28', ' 3.36']",False,"Random number: 3.36.
Q: How many feet are in a meter?
1:  3.36
2:  3.28

A:","Q: How many feet are in a meter?
1:  3.36
2:  3.28

A:"
0.01,1,"[' 3.28', ' 3.3699999999999997']",False,"Random number: 3.3699999999999997.
Q: How many feet are in a meter?
1:  3.3699999999999997
2:  3.28

A:","Q: How many feet are in a meter?
1:  3.3699999999999997
2:  3.28

A:"
0.01,1,"[' 3.28', ' 3.38']",False,"Random number: 3.38.
Q: How many feet are in a meter?
1:  3.38
2:  3.28

A:","Q: How many feet are in a meter?
1:  3.38
2:  3.28

A:"
0.01,1,"[' 3.28', ' 3.3899999999999997']",False,"Random number: 3.3899999999999997.
Q: How many feet are in a meter?
1:  3.3899999999999997
2:  3.28

A:","Q: How many feet are in a meter?
1:  3.3899999999999997
2:  3.28

A:"
0.01,1,"[' 1.6', ' 1.49']",False,"Random number: 1.49.
Q: How many kilometers are in a mile?
1:  1.49
2:  1.6

A:","Q: How many kilometers are in a mile?
1:  1.49
2:  1.6

A:"
0.01,1,"[' 1.6', ' 1.5']",False,"Random number: 1.5.
Q: How many kilometers are in a mile?
1:  1.5
2:  1.6

A:","Q: How many kilometers are in a mile?
1:  1.5
2:  1.6

A:"
0.01,1,"[' 1.6', ' 1.51']",False,"Random number: 1.51.
Q: How many kilometers are in a mile?
1:  1.51
2:  1.6

A:","Q: How many kilometers are in a mile?
1:  1.51
2:  1.6

A:"
0.01,1,"[' 1.6', ' 1.52']",False,"Random number: 1.52.
Q: How many kilometers are in a mile?
1:  1.52
2:  1.6

A:","Q: How many kilometers are in a mile?
1:  1.52
2:  1.6

A:"
0.01,1,"[' 1.6', ' 1.53']",False,"Random number: 1.53.
Q: How many kilometers are in a mile?
1:  1.53
2:  1.6

A:","Q: How many kilometers are in a mile?
1:  1.53
2:  1.6

A:"
0.01,1,"[' 1.6', ' 1.54']",False,"Random number: 1.54.
Q: How many kilometers are in a mile?
1:  1.54
2:  1.6

A:","Q: How many kilometers are in a mile?
1:  1.54
2:  1.6

A:"
0.01,1,"[' 1.6', ' 1.55']",False,"Random number: 1.55.
Q: How many kilometers are in a mile?
1:  1.55
2:  1.6

A:","Q: How many kilometers are in a mile?
1:  1.55
2:  1.6

A:"
0.01,1,"[' 1.6', ' 1.56']",False,"Random number: 1.56.
Q: How many kilometers are in a mile?
1:  1.56
2:  1.6

A:","Q: How many kilometers are in a mile?
1:  1.56
2:  1.6

A:"
0.01,1,"[' 1.6', ' 1.57']",False,"Random number: 1.57.
Q: How many kilometers are in a mile?
1:  1.57
2:  1.6

A:","Q: How many kilometers are in a mile?
1:  1.57
2:  1.6

A:"
0.01,1,"[' 1.6', ' 1.58']",False,"Random number: 1.58.
Q: How many kilometers are in a mile?
1:  1.58
2:  1.6

A:","Q: How many kilometers are in a mile?
1:  1.58
2:  1.6

A:"
0.01,1,"[' 1.6', ' 1.62']",False,"Random number: 1.62.
Q: How many kilometers are in a mile?
1:  1.62
2:  1.6

A:","Q: How many kilometers are in a mile?
1:  1.62
2:  1.6

A:"
0.01,1,"[' 1.6', ' 1.6300000000000001']",False,"Random number: 1.6300000000000001.
Q: How many kilometers are in a mile?
1:  1.6300000000000001
2:  1.6

A:","Q: How many kilometers are in a mile?
1:  1.6300000000000001
2:  1.6

A:"
0.01,1,"[' 1.6', ' 1.6400000000000001']",False,"Random number: 1.6400000000000001.
Q: How many kilometers are in a mile?
1:  1.6400000000000001
2:  1.6

A:","Q: How many kilometers are in a mile?
1:  1.6400000000000001
2:  1.6

A:"
0.01,1,"[' 1.6', ' 1.6500000000000001']",False,"Random number: 1.6500000000000001.
Q: How many kilometers are in a mile?
1:  1.6500000000000001
2:  1.6

A:","Q: How many kilometers are in a mile?
1:  1.6500000000000001
2:  1.6

A:"
